X,Y
0.04494962006789552,0.03952051892972609
0.04580387816158957,0.04123831792486571
0.04004126057313172,0.0382408227505097
0.034532930530562306,0.0356881947993535
0.029075778877259997,0.03362518896449707
0.024809423208617936,0.03248546503887758
0.022131744239667787,0.03031436398417628
0.020719959497051677,0.026040084822406013
0.026482824392711716,0.0276293227004873
0.031523588417855894,0.029925852723069725
0.03623454040170979,0.03259571155602165
0.0404648137771205,0.035531832603299104
0.044063541976935176,0.03862714926885812
0.04985512751916836,0.04525572032796349
0.049219108700982665,0.04279523300541869
0.04549051797261708,0.03846221629137853
0.041892861909940425,0.03510849365106397
0.03797209010166105,0.03215362292197927
0.033686143349219794,0.029576574504844876
0.028992962454057587,0.027356318800381238
0.023850488217615262,0.02547182620930876
0.017634048495890866,0.023819438889361215
0.016324002572774984,0.02500697597866762
0.020258786208404315,0.028741228626419535
0.021950517244244242,0.03308182911548838
0.026705436466095456,0.03423521262178263
0.03150592061484181,0.03576264789341473
0.03584295741360034,0.03744934612076014
0.04104444903803101,0.039854537992209456
0.045742499760702555,0.042836197645100986
